order_id,customer_id,order_date,status,shipping_method,shipping_cost,discount_amount,tax_amount,total_amount,currency,promo_code,channel,items_sum
4934,1099,2024-05-14 05:56:36,completed,standard,2.88,17.12,5.72,62.94,USD,WELCOME10,web,71.46
4935,986,2023-02-24 10:50:48,completed,express,14.35,-5.0,4.74,83.39,USD,FREESHIP,web,59.3
4936,239,2024-10-15 11:58:01,completed,standard,7.2,33.45,0.43,-20.43,USD,,marketplace,5.39
4937,3070,2024-06-16 12:57:29,completed,standard,14.79,-4.95,34.61,486.94,USD,,mobile,432.59000000000003
4938,1822,2024-08-02 17:53:02,completed,express,7.63,-5.0,8.12,122.21,USD,,mobile,101.46000000000001
4939,4568,2024-10-08 04:34:49,pending,pickup,2.99,13.81,16.8,215.98,USD,,web,210.0
4940,1869,2024-02-09 14:13:48,completed,standard,8.52,-3.08,5.71,88.72,EUR,,marketplace,71.41
4941,1122,2024-04-07 19:27:57,completed,standard,1.07,9.5,5.45,65.19,USD,,marketplace,68.17
4942,3030,2025-04-16 03:50:14,completed,standard,9.0,16.45,6.3,77.63,USD,,marketplace,78.78
4943,4185,2024-09-01 06:18:38,completed,standard,10.21,-5.0,0.27,18.88,USD,,mobile,3.4
4944,3397,2024-06-10 20:06:04,shipped,express,8.94,9.57,29.37,395.89,GBP,,marketplace,367.15
4945,3083,2023-01-29 12:01:39,completed,express,13.89,12.59,30.1,407.64,USD,,web,376.24
4946,1687,2024-07-31 11:53:30,completed,express,7.87,-3.69,31.04,430.65,USD,,marketplace,388.04999999999995
4947,2809,2024-06-25 14:09:38,completed,standard,2.68,-5.0,2.35,33.55,MAD,,web,23.520000000000003
4948,1459,2024-04-16 10:24:32,completed,standard,4.07,-5.0,28.38,392.21,USD,,marketplace,354.76
4949,2029,2024-07-04 11:13:46,shipped,priority,5.71,5.1,2.4,33.01,GBP,SPRING15,mobile,30.0
4950,2112,2024-11-15 21:57:08,completed,standard,9.77,-5.0,4.13,70.55,EUR,,web,51.65
4951,574,2023-01-05 04:51:43,completed,pickup,8.39,16.97,7.97,99.0,EUR,,web,99.61
4952,4064,2023-08-07 11:25:37,completed,express,5.1,-5.0,15.14,214.52,EUR,WELCOME10,web,189.28
4953,825,2024-03-11 11:05:42,completed,standard,12.89,20.43,82.11,1100.93,USD,,mobile,1026.3600000000001
4954,3144,2025-08-06 18:06:40,pending,standard,7.54,7.43,10.14,137.01,EUR,WELCOME10,mobile,126.76
4955,4445,2025-07-27 12:32:16,completed,standard,11.7,12.28,25.53,344.08,GBP,SPRING15,mobile,319.13
4956,69,2025-03-15 06:49:28,completed,pickup,4.6,-5.0,25.79,357.77,USD,SPRING15,web,322.38
4957,776,2024-01-13 17:10:46,returned,priority,8.18,28.88,26.51,0.0,USD,SPRING15,web,331.35
4958,4817,2024-11-01 19:32:39,completed,express,12.51,16.66,1.54,16.61,USD,,mobile,19.22
4959,505,2023-12-09 08:05:44,completed,standard,4.47,7.28,28.82,386.24,USD,,mobile,360.23
4960,4078,2023-02-03 15:47:00,completed,standard,10.82,1.06,35.09,483.48,USD,,web,438.63
4961,1800,2025-03-28 06:27:38,completed,standard,3.31,7.55,13.29,175.13,GBP,,web,166.08
4962,4649,2023-12-24 22:24:49,completed,pickup,6.44,-5.0,15.11,177.63,MAD,,web,151.07999999999998
4963,1881,2024-05-20 06:50:55,completed,standard,3.69,13.86,11.86,149.93,USD,,web,148.24
4964,381,2023-12-13 09:50:08,returned,pickup,38.89,-5.0,40.62,0.0,USD,,marketplace,507.71999999999997
4965,3477,2024-10-20 06:17:52,completed,standard,4.56,-4.79,12.71,180.97,USD,,web,158.91
4966,4812,2023-02-22 19:38:18,completed,express,11.21,15.46,9.06,118.03,EUR,VIP20,mobile,113.22
4967,1294,2024-02-14 20:57:29,shipped,standard,8.55,7.74,9.75,132.45,USD,,marketplace,121.88999999999999
4968,2103,2024-06-27 05:55:21,completed,express,1.53,7.81,12.63,132.61,MAD,SPRING15,web,126.25999999999999
4969,1380,2024-12-17 14:09:44,completed,standard,6.68,13.53,5.87,72.4,USD,,web,73.38
4970,4989,2025-06-11 02:47:37,completed,standard,5.45,-0.1,12.2,170.21,EUR,SPRING15,web,152.46
4971,3677,2025-02-26 06:47:06,pending,standard,4.64,7.77,24.77,331.22,USD,,mobile,309.58
4972,2381,2024-05-08 22:22:26,completed,standard,11.17,4.97,8.13,115.95,USD,VIP20,web,101.62
4973,317,2023-03-13 01:22:01,completed,standard,7.94,1.03,19.52,270.39,EUR,,web,243.96
4974,4442,2023-07-22 00:12:55,completed,express,7.5,14.96,15.78,205.63,GBP,,web,197.31
4975,1345,2025-03-06 00:12:15,completed,standard,0.14,7.81,23.31,248.71,MAD,VIP20,marketplace,233.07
4976,748,2024-04-23 21:00:22,pending,express,4.04,12.12,22.79,299.58,USD,,web,284.87
4977,3265,2024-03-26 18:39:33,completed,standard,10.1,20.16,13.87,177.24,EUR,,web,173.43
4978,2848,2024-05-06 22:49:16,pending,pickup,9.85,19.8,9.98,99.84,MAD,,web,99.81
4979,4079,2025-06-21 13:02:41,completed,express,1.07,-5.0,14.42,164.67,MAD,FREESHIP,web,144.18
4980,896,2024-09-22 18:30:03,completed,standard,5.08,-5.0,12.04,172.58,USD,,web,150.46
4981,1961,2023-09-19 01:40:43,returned,standard,4.16,5.04,22.16,0.0,USD,,web,277.05
4982,309,2023-03-15 02:12:55,pending,standard,14.17,1.96,1.17,27.99,USD,,marketplace,14.61
4983,4498,2024-12-13 09:41:19,shipped,express,2.72,20.17,12.57,152.28,GBP,,web,157.16
4984,301,2025-05-18 00:21:52,completed,standard,6.2,0.1,5.79,84.3,EUR,,marketplace,72.41
4985,3018,2024-02-08 01:03:51,completed,standard,5.06,12.67,22.37,294.37,USD,WELCOME10,web,279.61
4986,1339,2025-02-19 09:22:56,completed,standard,5.2,19.49,12.2,150.46,EUR,,marketplace,152.55
4987,2812,2025-05-31 00:49:40,completed,express,7.59,-5.0,1.96,39.09,EUR,FREESHIP,web,24.54
4988,3352,2025-05-22 23:17:00,completed,standard,1.09,13.84,30.09,393.43,EUR,,mobile,376.09000000000003
4989,3571,2025-04-10 20:40:44,completed,express,4.76,13.4,5.89,70.92,USD,,web,73.67
4990,1889,2025-07-09 23:57:00,completed,express,11.02,-5.0,5.11,85.0,EUR,,web,63.87
4991,2742,2024-07-28 09:48:21,pending,standard,4.68,5.58,6.63,88.55,USD,,web,82.82
4992,1350,2025-05-22 15:46:48,completed,standard,15.22,-5.0,5.1,76.3,MAD,VIP20,web,50.98
4993,4797,2024-07-07 14:35:09,cancelled,standard,9.49,-0.56,27.95,0.0,GBP,,mobile,349.39
4994,1895,2024-10-03 17:56:44,shipped,standard,0.92,-5.0,21.19,239.01,MAD,,web,211.9
4995,3318,2023-11-01 01:33:17,completed,standard,11.69,23.85,23.12,299.93,EUR,WELCOME10,mobile,288.97
4996,3841,2023-02-24 23:51:36,completed,standard,11.91,3.76,46.32,633.51,EUR,,marketplace,579.04
4997,1227,2024-03-31 07:15:38,pending,standard,3.32,-1.41,14.59,201.74,USD,,web,182.42
4998,4815,2023-01-18 01:22:07,pending,standard,17.27,1.32,10.93,163.49,USD,,web,136.61
4999,4275,2025-04-20 13:45:22,completed,express,8.06,-5.0,7.63,116.06,USD,WELCOME10,web,95.37
5000,3388,2023-11-28 22:49:42,completed,standard,3.13,3.54,23.31,314.32,GBP,,marketplace,291.41999999999996
5001,2123,2023-03-13 07:46:38,completed,standard,1.89,-3.0,19.13,263.19,USD,WELCOME10,web,239.17
5002,4702,2024-03-05 07:26:28,completed,express,4.45,15.74,20.54,266.05,EUR,WELCOME10,web,256.8
5003,4378,2023-03-31 01:50:59,completed,express,7.85,2.1,8.41,119.31,GBP,,web,105.15
5004,3695,2023-09-20 23:03:39,completed,pickup,13.11,0.95,20.77,292.59,EUR,,web,259.66
5005,2589,2024-12-19 17:42:11,completed,pickup,5.62,6.9,28.4,382.11,GBP,,marketplace,354.99
5006,4729,2023-06-05 15:07:31,cancelled,standard,2.87,0.81,34.43,0.0,EUR,,web,430.36
5007,3746,2023-04-23 19:33:24,completed,standard,6.75,8.38,0.48,3.69,MAD,,mobile,4.84
5008,901,2025-07-16 20:49:24,completed,standard,15.83,8.8,9.06,129.28,USD,FREESHIP,marketplace,113.19
5009,4871,2024-03-28 08:25:54,completed,standard,10.5,9.69,5.21,71.1,USD,,web,65.08
5010,3412,2023-02-01 04:21:10,pending,pickup,6.35,-2.41,17.64,246.85,USD,,marketplace,220.45
5011,4085,2024-04-25 04:41:37,completed,standard,15.97,-0.17,17.05,246.3,USD,,web,213.10999999999999
5012,785,2024-11-04 20:39:40,completed,standard,0.7,3.3,1.41,16.41,EUR,,web,17.6
5013,2871,2024-02-13 21:16:51,completed,standard,12.02,5.63,9.52,134.97,USD,VIP20,web,119.06
5014,3417,2025-03-24 19:33:35,completed,express,5.22,15.35,6.17,73.22,EUR,SPRING15,mobile,77.18
5015,1531,2023-01-08 00:05:18,shipped,standard,4.1,-4.53,3.76,59.38,GBP,,web,46.99
5016,1358,2024-03-11 10:32:08,completed,standard,1.64,12.13,5.81,67.97,EUR,,web,72.64999999999999
5017,4900,2023-05-01 16:19:45,cancelled,standard,3.84,14.1,13.08,0.0,USD,,marketplace,163.46
5018,2025,2024-03-21 08:36:28,completed,priority,8.73,4.32,2.29,29.6,MAD,,mobile,22.9
5019,2872,2024-09-13 15:10:55,completed,standard,1.37,1.25,29.03,392.04,GBP,WELCOME10,marketplace,362.89
5020,1535,2024-06-09 07:07:37,shipped,express,7.24,7.95,28.78,387.81,USD,WELCOME10,web,359.74
5021,3941,2024-06-21 23:52:47,completed,express,12.03,-5.0,18.36,218.94,MAD,,marketplace,183.55
5022,2495,2023-07-30 17:40:27,completed,express,10.92,7.75,4.1,58.57,USD,,web,51.300000000000004
5023,3549,2023-09-19 01:54:51,completed,standard,5.78,0.86,0.68,14.04,EUR,,mobile,8.44
5024,1766,2024-12-27 15:55:32,completed,pickup,7.4,7.16,55.47,749.08,GBP,WELCOME10,mobile,693.37
5025,426,2023-10-23 03:34:46,completed,standard,4.47,12.3,8.58,108.06,EUR,,web,107.31
5026,4623,2024-01-22 19:19:30,completed,express,6.78,-5.0,20.22,284.78,USD,,web,252.77999999999997
5027,4683,2025-03-21 09:19:32,completed,express,3.57,7.92,13.1,172.51,USD,,web,163.76
5028,1749,2023-08-16 10:34:43,completed,standard,4.93,-3.21,23.68,327.83,EUR,WELCOME10,web,296.01
5029,2397,2023-07-30 04:50:15,completed,express,3.34,2.77,16.34,221.13,EUR,,mobile,204.22
5030,611,2025-02-14 14:12:47,completed,standard,3.52,3.27,5.57,75.42,USD,,web,69.6
5031,1059,2025-06-01 03:38:47,completed,standard,4.53,34.88,13.94,157.83,EUR,,mobile,174.24
5032,542,2024-09-16 13:02:20,completed,express,11.89,3.53,11.53,164.02,GBP,SPRING15,web,144.13
5033,4824,2023-08-06 14:25:49,completed,standard,25.6,-2.94,5.95,108.88,USD,VIP20,mobile,74.38999999999999
5034,1578,2023-08-16 13:34:16,completed,express,8.79,12.78,8.2,106.66,USD,,mobile,102.44999999999999
5035,1117,2023-09-15 20:35:24,completed,express,4.59,15.3,22.68,295.41,USD,FREESHIP,web,283.44
5036,4669,2024-07-19 07:57:44,completed,standard,2.91,1.78,1.35,19.31,USD,,mobile,16.83
5037,1038,2025-05-17 14:55:38,completed,standard,1.04,14.54,41.99,553.41,USD,,web,524.92
5038,3870,2025-05-09 01:36:41,completed,priority,1.87,10.56,1.52,8.05,MAD,,mobile,15.22
5039,2763,2023-05-22 01:29:44,pending,standard,0.4,27.85,17.38,207.18,USD,,web,217.25
5040,3664,2023-05-14 09:47:32,shipped,standard,13.76,8.96,9.03,126.74,USD,,web,112.91
5041,3912,2024-09-12 14:34:24,completed,standard,0.53,-5.0,8.83,124.73,EUR,,web,110.37
5042,1988,2023-11-22 01:52:31,completed,standard,3.74,5.73,3.75,48.66,EUR,,web,46.9
5043,3795,2023-05-17 08:24:52,pending,standard,6.92,0.43,9.67,137.08,USD,,web,120.92
5044,4777,2024-10-29 14:22:45,completed,standard,4.09,-5.0,0.79,19.76,GBP,,marketplace,9.88
5045,1663,2025-07-08 16:52:10,completed,pickup,11.72,11.68,4.77,64.38,USD,WELCOME10,web,59.57
5046,1900,2025-01-28 23:31:01,completed,standard,8.33,11.52,23.35,312.06,EUR,,mobile,291.9
5047,397,2024-11-19 15:08:42,completed,standard,4.34,-1.53,14.15,196.93,GBP,SPRING15,web,176.91
5048,119,2023-08-13 00:47:24,completed,express,4.94,-1.48,22.08,304.46,USD,FREESHIP,mobile,275.96
5049,1379,2025-06-03 21:03:24,completed,pickup,3.27,-2.44,2.32,37.02,USD,,mobile,28.99
5050,2134,2025-04-27 16:04:29,completed,standard,1.7,-0.26,5.25,72.82,EUR,SPRING15,mobile,65.61
5051,275,2024-12-28 05:56:48,completed,pickup,5.09,-5.0,10.77,155.54,EUR,,web,134.68
5052,513,2024-05-27 00:08:07,completed,standard,21.25,-5.0,2.37,58.3,EUR,,marketplace,29.68
5053,3648,2023-01-19 19:48:14,pending,standard,12.03,1.39,9.16,134.26,USD,,web,114.46000000000001
5054,4005,2024-03-05 18:00:44,shipped,standard,2.35,3.76,0.4,4.04,USD,SPRING15,web,5.05
5055,991,2023-03-04 16:08:35,completed,express,10.29,6.52,3.19,46.81,USD,,marketplace,39.85
5056,4384,2025-03-17 16:57:09,completed,standard,4.01,-5.0,9.28,134.32,USD,WELCOME10,web,116.03
5057,3726,2024-12-01 15:22:53,pending,standard,4.27,4.47,15.81,213.19,USD,,mobile,197.58
5058,2435,2023-10-24 07:48:52,cancelled,standard,1.37,13.81,4.94,0.0,USD,,mobile,61.77
5059,2225,2024-07-04 18:02:16,completed,standard,11.35,11.4,4.21,56.84,USD,,web,52.68
5060,2693,2025-05-18 10:27:45,pending,standard,10.0,8.62,32.37,438.43,EUR,,web,404.68
5061,2182,2024-11-03 22:30:11,completed,pickup,8.62,-5.0,39.02,442.87,MAD,,web,390.23
5062,4847,2024-07-09 17:46:46,completed,standard,3.99,1.8,0.92,14.67,GBP,FREESHIP,web,11.56
5063,1463,2024-08-14 04:21:37,returned,standard,11.51,1.29,9.23,0.0,USD,,mobile,115.33000000000001
5064,72,2023-04-21 16:33:08,completed,express,1.25,11.95,4.94,55.94,USD,,web,61.7
5065,2405,2023-05-23 04:14:49,completed,standard,9.52,4.99,13.6,188.12,EUR,,web,169.99
5066,23,2024-07-09 06:17:58,completed,express,14.58,-3.87,15.39,187.76,MAD,,mobile,153.92
5067,3145,2024-11-11 17:46:20,completed,pickup,12.35,-1.88,7.21,111.57,GBP,,mobile,90.13
5068,1187,2025-06-04 20:42:11,completed,standard,11.1,5.38,18.61,256.92,EUR,,mobile,232.59
5069,2359,2024-12-11 15:14:45,completed,standard,6.41,10.14,29.64,396.47,USD,,web,370.55999999999995
5070,1541,2025-08-07 21:40:41,pending,standard,9.57,15.36,40.91,546.51,GBP,,web,511.39
5071,2488,2024-03-21 02:15:20,pending,express,2.21,7.8,6.07,76.38,USD,,mobile,75.9
5072,238,2023-11-18 03:52:13,completed,standard,1.7,-5.0,24.97,343.8,USD,,web,312.13
5073,4088,2025-03-17 21:02:11,completed,express,9.69,4.46,9.64,135.39,EUR,,web,120.52
5074,2702,2024-12-11 20:21:08,completed,standard,22.14,0.02,19.15,280.6,USD,,web,239.32999999999998
5075,2401,2024-02-10 08:45:09,completed,standard,3.05,21.44,28.77,370.04,EUR,,marketplace,359.66
5076,1505,2023-05-25 05:46:30,completed,express,12.88,-5.0,12.82,190.95,USD,,web,160.25
5077,2131,2025-01-14 19:09:31,cancelled,express,11.26,11.75,7.72,0.0,MAD,,web,77.16
5078,677,2025-04-09 08:31:59,completed,standard,11.48,-0.51,13.29,191.4,USD,,marketplace,166.12
5079,702,2024-06-10 05:15:15,completed,express,6.44,12.0,11.82,154.0,GBP,,web,147.74
5080,4217,2025-07-02 07:55:57,completed,express,7.21,14.21,46.6,622.04,USD,,mobile,582.44
5081,2191,2025-07-01 10:43:02,completed,pickup,5.75,20.19,9.84,118.37,EUR,WELCOME10,web,122.97
5082,506,2025-05-07 22:18:51,completed,standard,6.38,-2.26,13.92,196.5,USD,,marketplace,173.94
5083,3427,2023-07-14 04:38:10,completed,express,9.21,15.16,28.21,374.92,USD,,web,352.65999999999997
5084,3479,2023-07-14 02:06:43,completed,pickup,3.51,-5.0,1.18,24.41,EUR,VIP20,web,14.72
5085,2106,2024-11-11 16:17:39,completed,express,5.88,20.91,5.81,63.46,EUR,,web,72.68
5086,214,2025-05-30 16:19:37,shipped,express,4.17,13.69,7.24,88.22,GBP,,web,90.5
5087,3442,2023-09-06 00:20:15,completed,standard,11.98,0.56,6.1,93.82,USD,,web,76.3
5088,4489,2024-09-06 12:42:55,shipped,standard,4.0,-1.58,10.16,142.71,USD,,web,126.97
5089,770,2023-11-27 20:25:43,completed,pickup,3.49,4.33,13.25,178.0,USD,SPRING15,web,165.59
5090,2652,2023-12-06 03:43:14,completed,pickup,6.22,13.7,23.66,252.8,MAD,,web,236.62000000000003
5091,4885,2023-09-09 16:26:13,completed,standard,2.09,10.11,24.1,317.32,USD,,web,301.24
5092,872,2024-10-14 15:56:53,shipped,pickup,3.75,-5.0,16.88,236.62,USD,FREESHIP,web,210.98999999999998
5093,4046,2024-05-10 14:07:46,completed,standard,3.21,10.2,22.77,300.39,USD,FREESHIP,mobile,284.61
5094,971,2024-12-13 08:15:01,completed,standard,10.4,0.59,18.54,260.09,USD,SPRING15,web,231.74
5095,2670,2023-09-14 05:12:21,completed,express,5.41,12.71,3.91,45.46,EUR,WELCOME10,web,48.85
5096,948,2023-11-23 05:27:58,completed,express,11.63,18.23,35.24,469.1,USD,,web,440.46
5097,2034,2023-05-01 12:38:47,completed,standard,10.83,1.85,19.69,274.77,USD,,web,246.10000000000002
5098,783,2024-12-07 14:56:06,completed,express,2.53,27.08,10.68,119.62,USD,,web,133.49
5099,603,2025-06-09 06:52:35,completed,standard,4.75,20.49,2.3,15.35,USD,,web,28.79
5100,2536,2023-05-29 22:16:50,completed,priority,9.09,12.74,11.76,155.15,EUR,,mobile,147.04
5101,1029,2025-02-13 16:42:06,completed,standard,7.82,-5.0,16.03,229.26,USD,,web,200.41000000000003
5102,2144,2024-09-22 06:11:49,completed,express,3.9,-5.0,8.49,123.57,USD,WELCOME10,mobile,106.17999999999999
5103,1927,2025-06-13 05:44:14,shipped,standard,14.28,15.68,5.76,76.38,USD,,mobile,72.02
5104,3073,2025-07-03 16:40:50,completed,standard,17.13,-4.85,18.0,264.99,USD,,web,225.01
5105,2351,2024-06-01 04:34:11,completed,standard,9.47,15.11,2.19,23.94,USD,WELCOME10,marketplace,27.39
5106,2408,2023-06-20 00:43:45,cancelled,standard,0.95,14.67,38.54,0.0,USD,,web,481.78999999999996
5107,1237,2025-01-14 03:25:11,completed,express,25.91,-3.73,8.71,147.25,USD,,mobile,108.90000000000002
5108,1603,2024-08-12 01:47:38,completed,pickup,2.56,-4.16,13.48,155.02,MAD,,web,134.82
5109,3236,2024-10-15 21:55:34,completed,standard,5.66,2.84,20.56,280.38,USD,WELCOME10,web,257.0
5110,4054,2023-12-01 22:34:52,completed,standard,6.29,1.76,3.48,51.45,USD,,mobile,43.440000000000005
5111,1070,2024-10-26 04:21:27,completed,standard,1.78,5.86,9.11,118.91,EUR,,web,113.88
5112,20,2025-08-02 13:59:52,completed,pickup,4.08,-5.0,14.45,204.15,USD,,web,180.62
5113,528,2025-03-07 11:00:29,completed,standard,14.9,9.58,0.77,15.67,USD,SPRING15,marketplace,9.58
5114,4767,2025-08-08 04:17:22,completed,express,11.57,7.52,35.95,489.41,USD,,mobile,449.40999999999997
5115,4647,2025-04-24 07:40:41,completed,standard,0.58,2.86,1.07,12.15,USD,SPRING15,marketplace,13.36
5116,4495,2024-09-26 15:09:15,completed,standard,8.01,-3.5,5.59,86.94,USD,WELCOME10,mobile,69.84
5117,3403,2024-10-25 16:05:43,completed,standard,3.13,-1.95,3.14,47.45,USD,,web,39.23
5118,994,2025-06-03 00:43:30,completed,express,3.78,-5.0,14.75,207.92,USD,WELCOME10,marketplace,184.39000000000001
5119,2394,2025-03-21 04:10:44,completed,standard,4.22,-0.22,0.59,12.41,EUR,,mobile,7.38
5120,456,2025-08-28 01:42:41,completed,standard,9.81,16.01,6.27,78.48,USD,VIP20,web,78.41
5121,3367,2023-01-20 23:42:02,completed,express,14.0,-4.95,14.21,210.75,USD,,marketplace,177.59
5122,1706,2025-08-05 18:00:30,pending,priority,9.26,4.43,54.85,745.28,USD,,marketplace,685.5999999999999
5123,2313,2024-03-29 17:03:34,completed,standard,2.4,3.43,4.44,58.94,EUR,,web,55.53
5124,2220,2023-02-06 11:12:36,completed,standard,4.87,11.04,9.52,122.41,USD,,web,119.06
5125,2925,2024-08-29 19:23:37,cancelled,express,5.34,-5.0,12.38,0.0,USD,,web,154.8
5126,3432,2023-03-29 01:45:42,completed,express,6.02,-5.0,14.0,200.08,USD,,web,175.06
5127,1035,2025-01-15 03:39:08,completed,standard,5.31,-5.0,40.73,560.16,GBP,,web,509.12
5128,2446,2024-07-21 06:22:59,completed,express,4.66,5.56,7.51,81.75,MAD,,marketplace,75.14
5129,4809,2023-07-16 08:41:11,completed,standard,8.58,10.88,3.9,50.33,GBP,,web,48.730000000000004
5130,762,2023-03-19 01:52:17,completed,priority,5.5,18.43,5.06,55.35,EUR,,web,63.22
5131,96,2024-09-25 10:42:09,completed,standard,14.44,10.85,35.55,483.47,USD,,marketplace,444.33
5132,4752,2023-03-04 03:04:37,completed,express,14.32,9.76,19.86,272.67,EUR,,web,248.25
5133,3560,2024-06-22 05:57:04,pending,pickup,5.59,-5.0,13.24,189.38,GBP,,web,165.55
5134,1207,2024-09-01 02:44:44,pending,express,1.8,-5.0,9.74,138.33,GBP,,web,121.79
5135,2540,2024-08-21 04:33:22,completed,standard,5.05,27.27,4.51,38.69,USD,,marketplace,56.400000000000006
5136,4069,2025-07-14 10:33:46,pending,standard,4.04,10.02,27.0,358.55,USD,,web,337.53
5137,3483,2024-11-29 01:59:34,completed,standard,13.63,-5.0,17.36,252.93,USD,VIP20,mobile,216.94
5138,3111,2025-04-17 14:11:53,completed,express,5.33,10.44,23.94,318.1,EUR,,web,299.27
5139,3109,2025-02-04 01:48:49,completed,standard,6.26,-5.0,25.24,288.93,MAD,,web,252.43
5140,4463,2024-11-13 14:10:02,completed,pickup,4.46,15.82,11.04,137.62,USD,,web,137.94
5141,446,2025-08-25 01:51:17,completed,standard,13.02,2.62,26.96,374.33,GBP,,web,336.97
5142,3087,2023-09-20 13:31:30,completed,standard,11.6,-1.45,27.41,383.07,USD,SPRING15,marketplace,342.61
5143,2275,2023-04-20 18:14:41,completed,pickup,11.38,18.01,27.66,366.78,USD,VIP20,web,345.75
5144,3737,2023-12-09 00:30:24,shipped,standard,5.85,18.99,17.0,216.32,USD,,web,212.45999999999998
5145,44,2024-06-04 16:16:43,completed,standard,3.78,11.03,5.36,65.17,GBP,VIP20,marketplace,67.06
5146,664,2024-07-21 03:33:18,completed,pickup,13.94,11.81,6.2,85.77,USD,WELCOME10,web,77.44
5147,2360,2024-12-10 10:52:24,completed,standard,4.9,-1.22,15.88,180.78,MAD,,marketplace,158.78
5148,1975,2024-12-13 00:48:45,completed,express,11.25,8.54,23.99,326.53,GBP,,mobile,299.83000000000004
5149,3029,2025-08-07 12:17:02,completed,pickup,6.98,8.96,22.14,296.96,USD,WELCOME10,web,276.8
5150,4669,2024-06-06 14:45:48,completed,priority,4.82,-2.71,12.38,174.62,GBP,SPRING15,marketplace,154.71
5151,2727,2024-12-12 15:33:09,completed,priority,5.87,19.84,8.33,98.44,USD,SPRING15,mobile,104.08
5152,2890,2024-09-19 16:20:32,completed,standard,2.22,14.26,12.86,161.58,EUR,,marketplace,160.76
5153,4258,2023-07-28 06:05:58,pending,express,7.75,2.85,1.92,30.79,EUR,,web,23.97
5154,3940,2025-01-23 14:07:34,completed,express,7.05,-5.0,30.2,419.7,USD,SPRING15,mobile,377.45
5155,2748,2023-07-17 08:13:11,completed,standard,1.92,11.55,6.32,75.71,USD,,web,79.02
5156,2043,2025-04-07 00:42:11,completed,express,4.88,-5.0,18.66,261.78,EUR,,marketplace,233.24
5157,810,2023-12-09 07:14:41,completed,express,3.55,-5.0,7.78,113.64,EUR,,marketplace,97.31
5158,1099,2025-01-10 02:56:36,completed,express,13.7,4.59,9.05,131.33,USD,,web,113.17
5159,3723,2025-07-08 21:45:20,completed,standard,7.62,7.55,23.46,316.77,EUR,,mobile,293.24
5160,1997,2024-05-31 09:36:23,returned,standard,8.59,15.82,17.68,0.0,EUR,WELCOME10,mobile,220.96
5161,3275,2024-04-20 02:54:46,shipped,express,6.23,19.85,22.72,293.06,EUR,,mobile,283.96
5162,2655,2024-09-09 00:25:37,pending,standard,11.27,6.93,7.58,106.65,USD,WELCOME10,marketplace,94.73
5163,2819,2023-04-21 05:49:03,completed,express,6.18,4.32,27.44,372.32,USD,,web,343.02
5164,4331,2024-05-28 01:56:17,completed,standard,7.8,8.12,11.94,131.04,MAD,,web,119.42
5165,4774,2025-03-16 05:15:47,completed,express,15.41,1.13,5.58,89.64,USD,,marketplace,69.78
5166,3101,2024-02-02 17:41:31,completed,priority,3.08,6.66,23.98,320.16,USD,,mobile,299.76
5167,2338,2023-08-09 14:07:01,completed,express,11.35,2.92,21.48,298.44,EUR,,web,268.53
5168,3210,2023-02-20 21:49:17,completed,standard,5.1,7.64,17.88,238.89,USD,,web,223.54999999999998
5169,3408,2023-04-29 10:04:56,cancelled,express,3.37,26.18,15.43,0.0,USD,,web,192.92
5170,3365,2025-04-23 00:14:29,completed,standard,3.55,3.81,20.67,278.76,USD,VIP20,web,258.35
5171,1160,2025-01-26 14:47:41,completed,standard,3.42,-2.29,7.25,103.64,EUR,WELCOME10,web,90.68
5172,3473,2024-06-26 06:31:59,completed,standard,16.07,14.29,9.22,126.22,EUR,,mobile,115.22
5173,2741,2025-08-29 21:50:26,completed,standard,8.93,0.4,29.86,411.58,USD,,web,373.18999999999994
5174,1017,2025-06-02 18:30:39,completed,standard,17.98,-5.0,13.11,199.93,GBP,,marketplace,163.84
5175,2533,2024-10-16 23:45:39,cancelled,pickup,11.32,-2.87,67.78,0.0,GBP,,mobile,847.24
5176,3772,2025-06-15 01:31:08,pending,standard,2.46,2.24,11.47,155.08,USD,VIP20,mobile,143.39
5177,1684,2023-02-06 15:37:07,pending,priority,8.54,2.81,4.63,68.22,EUR,,web,57.86
5178,3434,2025-04-04 23:31:33,completed,standard,2.98,0.3,3.42,48.91,EUR,WELCOME10,web,42.81
5179,3587,2024-05-09 12:06:08,completed,express,7.91,-3.31,6.93,104.77,USD,,web,86.62
5180,1587,2024-10-04 14:21:04,completed,priority,5.83,11.15,20.14,266.6,EUR,,web,251.78
5181,4240,2023-01-02 10:05:46,completed,standard,5.32,30.42,2.4,7.3,USD,,marketplace,30.0
5182,2118,2024-07-20 22:18:45,pending,express,6.62,4.86,35.05,474.92,USD,,mobile,438.11
5183,1601,2024-07-25 17:03:22,completed,standard,7.99,6.42,29.51,399.97,USD,,web,368.89
5184,1930,2024-01-01 12:34:05,returned,pickup,1.59,4.16,3.94,0.0,GBP,,web,49.22
5185,2190,2025-08-26 09:14:38,pending,standard,5.63,-0.61,38.91,531.58,USD,,mobile,486.42999999999995
5186,4877,2025-03-14 16:23:56,cancelled,standard,3.02,2.12,5.81,0.0,GBP,,web,72.66
5187,3226,2024-04-20 19:49:28,completed,standard,7.85,-3.23,41.34,569.17,USD,SPRING15,web,516.75
